place_id,place_type,name,parent_place_id,division,district_code,district,subdivision,block,source_id,official_code_status,record_status
JH-SUBDIV-GIRIDIH-SARIYA,subdivision,Sariya,JH-DIST-349,North Chotanagpur,349,Giridih,Sariya,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-KODERMA-KODERMA,subdivision,Koderma,JH-DIST-348,North Chotanagpur,348,Koderma,Koderma,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-CHATRA-CHATRA,subdivision,Chatra,JH-DIST-347,North Chotanagpur,347,Chatra,Chatra,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-CHATRA-SIMARIA,subdivision,Simaria,JH-DIST-347,North Chotanagpur,347,Chatra,Simaria,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-BOKARO-CHAS,subdivision,Chas,JH-DIST-355,North Chotanagpur,355,Bokaro,Chas,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-BOKARO-TENUGHAT,subdivision,Tenughat,JH-DIST-355,North Chotanagpur,355,Bokaro,Tenughat,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-RAMGARH-RAMGARH,subdivision,Ramgarh,JH-DIST-361,North Chotanagpur,361,Ramgarh,Ramgarh,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-DUMKA-DUMKA,subdivision,Dumka,JH-DIST-354,Santhal Pargana,354,Dumka,Dumka,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-DEOGHAR-DEOGHAR,subdivision,Deoghar,JH-DIST-350,Santhal Pargana,350,Deoghar,Deoghar,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-DEOGHAR-MADHUPUR,subdivision,Madhupur,JH-DIST-350,Santhal Pargana,350,Deoghar,Madhupur,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-SAHIBGANJ-SAHIBGANJ,subdivision,Sahibganj,JH-DIST-352,Santhal Pargana,352,Sahibganj,Sahibganj,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-SAHIBGANJ-RAJMAHAL,subdivision,Rajmahal,JH-DIST-352,Santhal Pargana,352,Sahibganj,Rajmahal,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-GODDA-GODDA,subdivision,Godda,JH-DIST-351,Santhal Pargana,351,Godda,Godda,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-GODDA-MAHGAMA,subdivision,Mahgama,JH-DIST-351,Santhal Pargana,351,Godda,Mahgama,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-JAMTARA-JAMTARA,subdivision,Jamtara,JH-DIST-368,Santhal Pargana,368,Jamtara,Jamtara,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-PAKUR-PAKUR,subdivision,Pakur,JH-DIST-353,Santhal Pargana,353,Pakur,Pakur,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-RANCHI-RANCHI,subdivision,Ranchi,JH-DIST-362,South Chotanagpur,362,Ranchi,Ranchi,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-RANCHI-BUNDU,subdivision,Bundu,JH-DIST-362,South Chotanagpur,362,Ranchi,Bundu,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-GUMLA-GUMLA,subdivision,Gumla,JH-DIST-364,South Chotanagpur,364,Gumla,Gumla,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-GUMLA-BASIA,subdivision,Basia,JH-DIST-364,South Chotanagpur,364,Gumla,Basia,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-GUMLA-CHAINPUR,subdivision,Chainpur,JH-DIST-364,South Chotanagpur,364,Gumla,Chainpur,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-LOHARDAGA-LOHARDAGA,subdivision,Lohardaga,JH-DIST-369,South Chotanagpur,369,Lohardaga,Lohardaga,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-SIMDEGA-SIMDEGA,subdivision,Simdega,JH-DIST-365,South Chotanagpur,365,Simdega,Simdega,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-KHUNTI-KHUNTI,subdivision,Khunti,JH-DIST-363,South Chotanagpur,363,Khunti,Khunti,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-PALAMU-MEDININAGAR,subdivision,Medininagar,JH-DIST-358,Palamu,358,Palamu,Medininagar,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-PALAMU-CHHATARPUR,subdivision,Chhatarpur,JH-DIST-358,Palamu,358,Palamu,Chhatarpur,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-PALAMU-HUSSAINABAD,subdivision,Hussainabad,JH-DIST-358,Palamu,358,Palamu,Hussainabad,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-GARHWA-GARHWA,subdivision,Garhwa,JH-DIST-346,Palamu,346,Garhwa,Garhwa,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-GARHWA-NAGARUNTARI,subdivision,Nagaruntari,JH-DIST-346,Palamu,346,Garhwa,Nagaruntari,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-GARHWA-RANKA,subdivision,Ranka,JH-DIST-346,Palamu,346,Garhwa,Ranka,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-LATEHAR-LATEHAR,subdivision,Latehar,JH-DIST-359,Palamu,359,Latehar,Latehar,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-LATEHAR-MAHUADANR,subdivision,Mahuadanr,JH-DIST-359,Palamu,359,Latehar,Mahuadanr,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-WEST-SINGHBHUM-CHAIBASA,subdivision,Chaibasa,JH-DIST-366,Kolhan,366,West Singhbhum,Chaibasa,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-WEST-SINGHBHUM-CHAKRADHARPUR,subdivision,Chakradharpur,JH-DIST-366,Kolhan,366,West Singhbhum,Chakradharpur,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-WEST-SINGHBHUM-JAGANNATHPUR,subdivision,Jagannathpur,JH-DIST-366,Kolhan,366,West Singhbhum,Jagannathpur,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-EAST-SINGHBHUM-JAMSHEDPUR,subdivision,Jamshedpur,JH-DIST-357,Kolhan,357,East Singhbhum,Jamshedpur,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-EAST-SINGHBHUM-GHATSHILA,subdivision,Ghatshila,JH-DIST-357,Kolhan,357,East Singhbhum,Ghatshila,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-SARAIKELA-KHARSAWAN-SARAIKELA,subdivision,Saraikela,JH-DIST-367,Kolhan,367,Saraikela-Kharsawan,Saraikela,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-SUBDIV-SARAIKELA-KHARSAWAN-CHANDIL,subdivision,Chandil,JH-DIST-367,Kolhan,367,Saraikela-Kharsawan,Chandil,,JH_ADMIN_DIVISION_SNAPSHOT,official_name_no_code_ingested,verified_snapshot
JH-BLOCK-HAZARIBAGH-BARKAGAON,block,Barkagaon,JH-SUBDIV-HAZARIBAGH-HAZARIBAGH,North Chotanagpur,360,Hazaribagh,Hazaribagh,Barkagaon,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-HAZARIBAGH-BISHUNGARH,block,Bishungarh,JH-SUBDIV-HAZARIBAGH-HAZARIBAGH,North Chotanagpur,360,Hazaribagh,Hazaribagh,Bishungarh,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-HAZARIBAGH-CHURCHU,block,Churchu,JH-SUBDIV-HAZARIBAGH-HAZARIBAGH,North Chotanagpur,360,Hazaribagh,Hazaribagh,Churchu,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-HAZARIBAGH-DADI,block,Dadi,JH-SUBDIV-HAZARIBAGH-HAZARIBAGH,North Chotanagpur,360,Hazaribagh,Hazaribagh,Dadi,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-HAZARIBAGH-DARU,block,Daru,JH-SUBDIV-HAZARIBAGH-HAZARIBAGH,North Chotanagpur,360,Hazaribagh,Hazaribagh,Daru,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-HAZARIBAGH-HAZARIBAGH,block,Hazaribagh,JH-SUBDIV-HAZARIBAGH-HAZARIBAGH,North Chotanagpur,360,Hazaribagh,Hazaribagh,Hazaribagh,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-HAZARIBAGH-ICHAK,block,Ichak,JH-SUBDIV-HAZARIBAGH-HAZARIBAGH,North Chotanagpur,360,Hazaribagh,Hazaribagh,Ichak,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-HAZARIBAGH-KATAMDAG,block,Katamdag,JH-SUBDIV-HAZARIBAGH-HAZARIBAGH,North Chotanagpur,360,Hazaribagh,Hazaribagh,Katamdag,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-HAZARIBAGH-KATKAMSANDI,block,Katkamsandi,JH-SUBDIV-HAZARIBAGH-HAZARIBAGH,North Chotanagpur,360,Hazaribagh,Hazaribagh,Katkamsandi,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-HAZARIBAGH-KEREDARI,block,Keredari,JH-SUBDIV-HAZARIBAGH-HAZARIBAGH,North Chotanagpur,360,Hazaribagh,Hazaribagh,Keredari,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-HAZARIBAGH-TATIJHARIYA,block,Tatijhariya,JH-SUBDIV-HAZARIBAGH-HAZARIBAGH,North Chotanagpur,360,Hazaribagh,Hazaribagh,Tatijhariya,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-HAZARIBAGH-BARHI,block,Barhi,JH-SUBDIV-HAZARIBAGH-BARHI,North Chotanagpur,360,Hazaribagh,Barhi,Barhi,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-HAZARIBAGH-BARKATHA,block,Barkatha,JH-SUBDIV-HAZARIBAGH-BARHI,North Chotanagpur,360,Hazaribagh,Barhi,Barkatha,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-HAZARIBAGH-CHALKUSA,block,Chalkusa,JH-SUBDIV-HAZARIBAGH-BARHI,North Chotanagpur,360,Hazaribagh,Barhi,Chalkusa,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-HAZARIBAGH-CHAUPARAN,block,Chauparan,JH-SUBDIV-HAZARIBAGH-BARHI,North Chotanagpur,360,Hazaribagh,Barhi,Chauparan,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-HAZARIBAGH-PADMA,block,Padma,JH-SUBDIV-HAZARIBAGH-BARHI,North Chotanagpur,360,Hazaribagh,Barhi,Padma,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DHANBAD-BAGHMARA,block,Baghmara,JH-SUBDIV-DHANBAD-DHANBAD,North Chotanagpur,356,Dhanbad,Dhanbad,Baghmara,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DHANBAD-BALIAPUR,block,Baliapur,JH-SUBDIV-DHANBAD-DHANBAD,North Chotanagpur,356,Dhanbad,Dhanbad,Baliapur,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DHANBAD-DHANBAD,block,Dhanbad,JH-SUBDIV-DHANBAD-DHANBAD,North Chotanagpur,356,Dhanbad,Dhanbad,Dhanbad,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DHANBAD-EGARKUND,block,Egarkund,JH-SUBDIV-DHANBAD-DHANBAD,North Chotanagpur,356,Dhanbad,Dhanbad,Egarkund,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DHANBAD-GOVINDPUR,block,Govindpur,JH-SUBDIV-DHANBAD-DHANBAD,North Chotanagpur,356,Dhanbad,Dhanbad,Govindpur,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DHANBAD-KALIASOL,block,Kaliasol,JH-SUBDIV-DHANBAD-DHANBAD,North Chotanagpur,356,Dhanbad,Dhanbad,Kaliasol,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DHANBAD-NIRSA,block,Nirsa,JH-SUBDIV-DHANBAD-DHANBAD,North Chotanagpur,356,Dhanbad,Dhanbad,Nirsa,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DHANBAD-PURBI-TUNDI,block,Purbi Tundi,JH-SUBDIV-DHANBAD-DHANBAD,North Chotanagpur,356,Dhanbad,Dhanbad,Purbi Tundi,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DHANBAD-TOPCHANCHI,block,Topchanchi,JH-SUBDIV-DHANBAD-DHANBAD,North Chotanagpur,356,Dhanbad,Dhanbad,Topchanchi,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DHANBAD-TUNDI,block,Tundi,JH-SUBDIV-DHANBAD-DHANBAD,North Chotanagpur,356,Dhanbad,Dhanbad,Tundi,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GIRIDIH-BENGABAD,block,Bengabad,JH-SUBDIV-GIRIDIH-GIRIDIH,North Chotanagpur,349,Giridih,Giridih,Bengabad,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GIRIDIH-GANDEY,block,Gandey,JH-SUBDIV-GIRIDIH-GIRIDIH,North Chotanagpur,349,Giridih,Giridih,Gandey,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GIRIDIH-GIRIDIH,block,Giridih,JH-SUBDIV-GIRIDIH-GIRIDIH,North Chotanagpur,349,Giridih,Giridih,Giridih,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GIRIDIH-DEORI,block,Deori,JH-SUBDIV-GIRIDIH-KHORIMAHUA,North Chotanagpur,349,Giridih,Khorimahua,Deori,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GIRIDIH-DHANWAR,block,Dhanwar,JH-SUBDIV-GIRIDIH-KHORIMAHUA,North Chotanagpur,349,Giridih,Khorimahua,Dhanwar,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GIRIDIH-GAWAN,block,Gawan,JH-SUBDIV-GIRIDIH-KHORIMAHUA,North Chotanagpur,349,Giridih,Khorimahua,Gawan,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GIRIDIH-JAMUA,block,Jamua,JH-SUBDIV-GIRIDIH-KHORIMAHUA,North Chotanagpur,349,Giridih,Khorimahua,Jamua,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GIRIDIH-TISRI,block,Tisri,JH-SUBDIV-GIRIDIH-KHORIMAHUA,North Chotanagpur,349,Giridih,Khorimahua,Tisri,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GIRIDIH-DUMRI,block,Dumri,JH-SUBDIV-GIRIDIH-DUMRI,North Chotanagpur,349,Giridih,Dumri,Dumri,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GIRIDIH-PIRTAND,block,Pirtand,JH-SUBDIV-GIRIDIH-DUMRI,North Chotanagpur,349,Giridih,Dumri,Pirtand,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GIRIDIH-BAGODAR,block,Bagodar,JH-SUBDIV-GIRIDIH-SARIYA,North Chotanagpur,349,Giridih,Sariya,Bagodar,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GIRIDIH-BIRNI,block,Birni,JH-SUBDIV-GIRIDIH-SARIYA,North Chotanagpur,349,Giridih,Sariya,Birni,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GIRIDIH-SARIYA,block,Sariya,JH-SUBDIV-GIRIDIH-SARIYA,North Chotanagpur,349,Giridih,Sariya,Sariya,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-KODERMA-CHANDWARA,block,Chandwara,JH-SUBDIV-KODERMA-KODERMA,North Chotanagpur,348,Koderma,Koderma,Chandwara,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-KODERMA-DOMCHANCH,block,Domchanch,JH-SUBDIV-KODERMA-KODERMA,North Chotanagpur,348,Koderma,Koderma,Domchanch,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-KODERMA-JAYNAGAR,block,Jaynagar,JH-SUBDIV-KODERMA-KODERMA,North Chotanagpur,348,Koderma,Koderma,Jaynagar,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-KODERMA-KODERMA,block,Koderma,JH-SUBDIV-KODERMA-KODERMA,North Chotanagpur,348,Koderma,Koderma,Koderma,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-KODERMA-MARKACHO,block,Markacho,JH-SUBDIV-KODERMA-KODERMA,North Chotanagpur,348,Koderma,Koderma,Markacho,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-KODERMA-SATGAWAN,block,Satgawan,JH-SUBDIV-KODERMA-KODERMA,North Chotanagpur,348,Koderma,Koderma,Satgawan,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-CHATRA-CHATRA,block,Chatra,JH-SUBDIV-CHATRA-CHATRA,North Chotanagpur,347,Chatra,Chatra,Chatra,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-CHATRA-HUNTERGANJ,block,Hunterganj,JH-SUBDIV-CHATRA-CHATRA,North Chotanagpur,347,Chatra,Chatra,Hunterganj,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-CHATRA-ITKHORI,block,Itkhori,JH-SUBDIV-CHATRA-CHATRA,North Chotanagpur,347,Chatra,Chatra,Itkhori,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
